REF_DATE,Date,GEO,DGUID,Level of study,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,Lat,Long,TERMINATED,DECIMALS
2022,2023,Newfoundland and Labrador,2016A000210,Canadian graduate,Constant dollars,370,units,0,v1411954030,2.2,3565,53.135509,-57.660435,,0
2022,2023,Newfoundland and Labrador,2016A000210,International undergraduate,Constant dollars,370,units,0,v1411954031,2.3,15920,53.135509,-57.660435,,0
2022,2023,Newfoundland and Labrador,2016A000210,International graduate,Constant dollars,370,units,0,v1411954032,2.4,5052,53.135509,-57.660435,,0
2022,2023,Prince Edward Island,2016A000211,Canadian undergraduate,Constant dollars,370,units,0,v1411954033,3.1,6717,46.25,-63,,0
2022,2023,Prince Edward Island,2016A000211,Canadian graduate,Constant dollars,370,units,0,v1411954034,3.2,5097,46.25,-63,,0
2022,2023,Prince Edward Island,2016A000211,International undergraduate,Constant dollars,370,units,0,v1411954035,3.3,18652,46.25,-63,,0
2022,2023,Prince Edward Island,2016A000211,International graduate,Constant dollars,370,units,0,v1411954036,3.4,10327,46.25,-63,,0
2022,2023,Nova Scotia,2016A000212,Canadian undergraduate,Constant dollars,370,units,0,v1411954037,4.1,8847,45,-63,,0
2022,2023,Nova Scotia,2016A000212,Canadian graduate,Constant dollars,370,units,0,v1411954038,4.2,10045,45,-63,,0
2022,2023,Nova Scotia,2016A000212,International undergraduate,Constant dollars,370,units,0,v1411954039,4.3,20129,45,-63,,0
2022,2023,Nova Scotia,2016A000212,International graduate,Constant dollars,370,units,0,v1411954040,4.4,22075,45,-63,,0
2022,2023,New Brunswick,2016A000213,Canadian undergraduate,Constant dollars,370,units,0,v1411954041,5.1,7857,46.49839,-66.159668,,0
2022,2023,New Brunswick,2016A000213,Canadian graduate,Constant dollars,370,units,0,v1411954042,5.2,6897,46.49839,-66.159668,,0
2022,2023,New Brunswick,2016A000213,International undergraduate,Constant dollars,370,units,0,v1411954043,5.3,16146,46.49839,-66.159668,,0
2022,2023,New Brunswick,2016A000213,International graduate,Constant dollars,370,units,0,v1411954044,5.4,12735,46.49839,-66.159668,,0
2022,2023,Quebec,2016A000224,Canadian undergraduate,Constant dollars,370,units,0,v1411954045,6.1,3186,53,-70,,0
2022,2023,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3397,53,-70,,0
2022,2023,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,28289,53,-70,,0
2022,2023,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,18293,53,-70,,0
2022,2023,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,7512,50,-85,,0
2022,2023,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,8901,50,-85,,0
2022,2023,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,42909,50,-85,,0
2022,2023,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,25749,50,-85,,0
2022,2023,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,4980,56.415211,-98.739075,,0
2022,2023,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,5286,56.415211,-98.739075,,0
2022,2023,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,17507,56.415211,-98.739075,,0
2022,2023,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,11748,56.415211,-98.739075,,0
2022,2023,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,8397,55,-106,,0
2022,2023,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,4715,55,-106,,0
2022,2023,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,23275,55,-106,,0
2022,2023,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,7388,55,-106,,0
2022,2023,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,6849,55,-115,,0
2022,2023,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,6775,55,-115,,0
2022,2023,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,28083,55,-115,,0
2022,2023,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,15965.00,55,-115,,0
2022,2023,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,5933,53.726669,-127.647621,,0
2022,2023,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,9481,53.726669,-127.647621,,0
2022,2023,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,31212,53.726669,-127.647621,,0
2022,2023,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,20628,53.726669,-127.647621,,0
2022,2023,Yukon,2016A000260,Canadian undergraduate,Constant dollars,370,units,0,v1411954069,12.1,3983,64.2823,135,,0
2022,2023,Yukon,2016A000260,Canadian graduate,Constant dollars,370,units,0,v1411954070,12.2,,64.2823,135,,0
2022,2023,Yukon,2016A000260,International undergraduate,Constant dollars,370,units,0,v1411954071,12.3,,64.2823,135,,0
2022,2023,Yukon,2016A000260,International graduate,Constant dollars,370,units,0,v1411954072,12.4,,64.2823,135,,0
